COD_CLI;STATUS;IFIN1;IFIN2;IFIN3;IFIN4;IFIN5;IFIN6;IFIN7;IFIN8;IFIN9;IFIN10;FATLIQ;REST_TIPO_1;REST_TIPO_2;REST_TIPO_3;REST_TIPO_4;REST_TIPO_5;UF;IDADE;RAMO;NUM_SOCIOS
2755;BOM;10.70;157.18;0.00;0.00;10.00;13.34;2.00;28.00;0.83;32.76;2722.38;2;0;0;0;0;SP;50;7;2
2756;BOM;4.90;357.72;22.20;0.58;2.40;13.84;2.25;-602.00;-11.66;-0.84;1061.32;0;0;0;0;0;SP;49;5;2
2757;MAU;7.30;162.60;35.52;0.00;9.00;13.85;3.15;-316.40;-12.50;0.42;2477.46;49;2;0;3;0;SP;52;5;2
2758;BOM;8.90;140.92;4.44;0.00;7.30;13.52;4.00;-1906.80;0.41;-2.52;2075.54;0;0;0;0;0;SP;54;6;4
2759;BOM;0.90;113.82;0.00;0.00;10.20;12.17;-0.05;;-5.41;0.00;684.52;0;0;0;1;0;SP;63;4;2
2760;BOM;26.20;287.26;0.00;0.00;2.70;15.35;-0.30;373.80;28.75;0.00;2361.28;0;0;0;0;0;SP;66;7;3
2761;BOM;10.30;704.60;1.48;0.00;4.00;12.53;4.70;774.20;-7.08;-2.10;5133.90;0;0;0;0;0;SP;57;3;2
2762;MAU;4.00;108.40;0.00;0.00;4.00;15.65;2.25;-3045.00;20.00;-2.52;2593.64;0;0;0;0;0;SP;43;5;4
2763;BOM;15.80;373.98;0.00;0.00;2.50;15.77;3.95;51.80;-12.08;0.84;1469.52;0;0;0;0;0;SP;18;7;3
2764;MAU;32.20;1523.02;60.68;0.00;2.70;12.63;1.50;511.00;-38.75;-1.68;4860.72;0;0;0;3;0;SP;84;5;4
2765;BOM;114.50;2655.80;45.88;0.00;3.00;13.46;-14.60;767.20;-0.41;-1.68;1482.08;0;0;0;0;0;SP;62;3;2
2766;BOM;12.80;574.52;63.64;0.16;8.10;12.73;-0.50;355.60;-32.08;-4.62;2207.42;0;0;0;4;0;SP;42;4;3
2767;BOM;1.90;346.88;25.16;0.00;10.70;12.33;0.40;-38186.40;0.00;-2.94;1312.52;0;0;0;0;0;SP;44;5;2
2768;BOM;64.10;1132.78;13.32;0.00;3.90;13.70;;571.20;-11.66;-5.88;4041.18;0;0;0;0;0;SP;54;5;4
2769;BOM;2.70;124.66;2.96;0.00;5.00;13.21;0.10;-806.40;3.33;3.78;1924.82;0;0;2;0;0;SP;70;7;2
2770;BOM;58.50;1295.38;38.48;1.59;4.20;13.13;-4.20;424.20;-115.83;-3.78;1632.80;0;0;15;0;0;SP;66;6;3
2771;BOM;3.60;130.08;0.00;0.00;4.30;13.56;2.45;-4362.40;38.33;-12.18;1482.08;0;0;0;0;0;SP;45;3;2
2772;MAU;6.40;547.42;31.08;0.00;2.30;13.37;1.65;-574.00;-11.25;-14.70;1353.34;90;14;4;0;4;SP;51;5;3
2773;BOM;3.90;363.14;13.32;0.00;3.40;12.98;0.50;-406.00;-0.41;-2.94;7112.10;0;0;0;0;0;SP;54;3;2
2774;BOM;3.70;168.02;0.00;0.00;4.90;14.17;3.70;-1919.40;14.58;-2.10;5900.06;0;0;2;0;0;SP;54;7;2
2775;BOM;6.20;487.80;0.00;0.00;5.60;12.55;0.45;235.20;-8.75;-5.88;4311.22;0;0;0;1;0;SP;60;7;4
2776;MAU;194.90;3506.74;62.16;0.64;7.10;12.91;-6.05;477.40;-36.25;0.42;982.82;12;1;3;0;1;SP;62;4;2
2777;BOM;13.10;287.26;17.76;0.00;1.20;17.59;0.65;-3120.60;-10.00;-1.68;2486.88;0;0;0;0;0;SP;54;2;4
2778;BOM;6.20;0.00;0.00;;0.00;12.31;1.40;-38809.40;990.41;-2.52;803.84;0;0;0;0;16;SP;;4;4
2779;MAU;31.30;677.50;118.40;1.50;1.80;15.47;5.50;-704.20;-46.66;-3.36;690.80;0;0;0;0;12;SP;18;5;4
2780;MAU;2.50;173.44;7.40;0.00;14.80;13.08;-0.45;-1044.40;-1.25;-0.84;951.42;1;0;0;0;0;SP;78;2;3
2781;BOM;9.50;834.68;0.00;0.00;2.00;12.10;0.05;929.60;92.50;-3.78;238.64;0;0;0;0;0;SP;46;1;3
2782;BOM;3.00;460.70;56.24;0.00;8.70;12.92;0.00;79.80;-26.25;-2.52;665.68;0;0;0;0;0;SP;56;4;2
2783;BOM;;;93.24;0.00;1.00;12.31;-19.45;840.00;16.25;-0.42;2857.40;0;0;0;0;0;SP;60;1;2
2784;BOM;4.00;227.64;0.00;0.00;2.00;16.83;2.55;180.60;0.00;4.62;1667.34;0;0;0;1;8;SP;54;1;4
2785;BOM;18.80;276.42;25.16;0.05;1.10;16.70;6.45;305.20;-14.58;-5.04;5554.66;1;0;3;0;0;SP;42;3;3
2786;MAU;45.10;1121.94;66.60;0.55;2.30;14.99;6.00;399.00;-40.00;-3.78;1321.94;0;0;0;0;5;SP;45;3;3
2787;BOM;48.20;1815.70;0.00;0.00;0.80;13.31;1.50;590.80;7.50;-4.62;4989.46;0;0;0;5;0;SP;61;4;2
2788;BOM;9.70;569.10;0.00;0.00;2.30;13.16;-0.35;553.00;-409.58;2.10;2734.94;0;0;0;0;0;SP;41;4;2
2789;BOM;116.30;1560.96;79.92;0.00;4.80;12.45;-18.30;698.60;-5.83;-1.26;5570.36;0;0;0;0;0;SP;98;7;3
2790;BOM;23.70;1490.50;0.00;0.00;3.70;11.98;8.75;744.80;7.50;-3.36;1949.94;0;0;0;0;0;SP;54;7;2
2791;MAU;8.90;585.36;100.64;0.00;5.20;12.36;0.85;501.20;-39.16;-2.94;6794.96;0;0;0;0;0;SP;84;1;2
2792;BOM;4.30;135.50;1.48;0.00;2.10;15.16;3.70;-4862.20;18.33;-9.24;794.42;0;0;0;0;0;SP;56;5;2
2793;BOM;2.90;157.18;0.00;0.00;3.60;15.47;1.50;-2668.40;7.08;-0.84;1064.46;0;0;0;0;0;SP;58;7;3
2794;BOM;23.20;634.14;35.52;0.00;4.40;13.11;1.75;201.60;-32.50;-3.78;7005.34;0;0;1;0;0;SP;51;2;2
2795;BOM;1.60;325.20;5.92;0.35;4.80;12.64;0.50;-812.00;15.41;0.84;2753.78;0;0;2;0;0;SP;55;8;2
2796;BOM;4.80;428.18;0.00;0.00;1.60;14.63;0.45;-365.40;36.25;-4.62;954.56;0;0;0;0;0;SP;49;8;3
2797;MAU;;;26.64;0.00;3.80;12.07;-2.55;761.60;-110.00;-7.14;1202.62;1;0;0;0;0;SP;48;5;2
2798;MAU;3.70;547.42;56.24;0.00;2.80;12.57;0.25;147.00;-32.91;-4.20;4738.26;0;0;0;0;0;SP;64;3;3
2799;MAU;48.40;834.68;57.72;0.00;3.20;11.72;1.35;310.80;-4.58;5.04;1259.14;0;0;2;0;5;SP;41;4;4
2800;BOM;2.30;336.04;0.00;0.00;4.70;11.96;0.25;;75.00;-0.84;706.50;0;0;0;0;0;SP;45;5;3
2801;MAU;11.30;504.06;71.04;0.00;4.00;13.59;5.50;-952.00;-36.66;-2.10;753.60;9;0;1;1;0;SP;51;5;2
2802;MAU;6.50;644.98;28.12;0.00;2.40;13.14;0.85;;-23.33;-3.78;5604.90;0;0;0;0;0;SP;41;2;4
2803;BOM;7.50;422.76;4.44;0.00;0.50;17.92;0.80;935.20;-99.58;-0.84;6719.60;0;0;0;0;0;SP;38;5;4
2804;BOM;6.90;65.04;4.44;0.00;0.80;18.99;1.15;-673.40;12.08;-2.10;954.56;0;0;0;0;0;SP;46;3;2
2805;BOM;2.00;308.94;0.00;0.00;5.00;13.60;0.75;-457.80;15.00;0.00;3686.36;0;0;0;0;0;SP;55;2;4
2806;BOM;3.40;336.04;5.92;0.00;5.60;13.05;0.40;-6787.20;0.00;-1.68;1902.84;0;0;0;0;24;SP;65;7;3
2807;BOM;4.20;525.74;31.08;0.41;7.90;12.18;0.45;124.60;-22.50;0.84;5630.02;0;0;0;0;0;SP;54;4;4
2808;MAU;8.50;796.74;113.96;0.69;0.80;12.17;-0.80;722.40;-61.66;-1.68;785.00;1;0;1;0;0;SP;68;5;3
2809;MAU;18.30;1154.46;0.00;0.00;0.40;12.80;0.15;1380.40;45.41;-3.78;1227.74;1;0;0;0;0;SP;54;1;2
2810;MAU;8.80;596.20;45.88;0.62;;11.48;-0.30;1149.40;-50.00;-0.84;232.36;2;0;22;0;25;SP;46;2;2
2811;MAU;8.60;612.46;45.88;0.00;2.30;13.52;1.75;124.60;-58.75;-7.14;6826.36;0;0;0;0;0;SP;42;3;3
2812;BOM;33.00;867.20;84.36;0.62;0.80;15.06;0.65;396.20;-38.75;-0.84;1733.28;0;0;0;0;0;SP;62;5;3
2813;BOM;6.10;601.62;0.00;0.00;;12.09;0.20;;-2.91;-2.10;5344.28;3;0;0;0;0;RJ;64;4;2
2814;MAU;8.40;514.90;78.44;0.00;8.20;12.07;-1.45;439.60;-35.83;-0.42;584.04;0;0;0;0;0;SP;53;3;4
2815;BOM;2.00;243.90;14.80;0.00;158.40;11.48;0.10;-1332.80;-0.83;0.84;229.22;0;0;0;0;25;SP;76;5;2
2816;BOM;0.50;536.58;68.08;1.86;;11.54;-0.20;3332.00;-32.91;4.62;182.12;0;0;0;0;0;SP;46;1;2
2817;BOM;;;1.48;0.00;1.80;13.82;;715.40;-20.00;-1.68;1833.76;0;0;11;0;0;SP;49;4;4
2818;MAU;76.30;1376.68;223.48;0.00;3.60;12.51;-1.40;593.60;198.33;-0.84;2373.84;1;0;0;0;0;SP;86;5;2
2819;BOM;9.40;157.18;0.00;0.00;3.80;15.85;-0.20;-294.00;3.75;0.84;957.70;0;0;0;0;0;SP;52;6;3
2820;BOM;7.00;688.34;75.48;0.09;1.00;12.12;-0.95;1124.20;50.00;-1.26;2697.26;0;0;0;0;0;SP;66;2;2
2821;BOM;15.60;915.98;96.20;0.69;4.70;11.97;-1.95;2410.80;-65.41;-6.72;1632.80;0;0;0;0;0;SP;55;5;3
2822;MAU;9.00;574.52;91.76;0.00;2.20;13.40;0.00;155.40;-38.33;-1.26;4364.60;1;0;0;0;0;SP;67;6;3
2823;MAU;391.80;11295.28;84.36;0.00;5.40;13.40;-9.15;578.20;-125.83;24.36;2062.98;6;0;9;0;0;SP;62;5;3
2824;BOM;;;81.40;1.75;1.80;16.10;-2.75;793.80;15.00;-6.30;775.58;0;0;0;0;0;SP;47;1;2
2825;MAU;10.90;688.34;1.48;0.00;4.00;12.68;6.35;686.00;364.58;-1.26;1299.96;0;0;0;0;0;SP;65;2;3
2826;BOM;13.10;411.92;2.96;0.00;15.50;12.06;1.15;799.40;20.00;2.10;1343.92;0;0;0;0;0;SP;77;4;3
2827;MAU;1.50;433.60;28.12;0.00;8.90;12.14;-0.20;-292.60;-10.41;-5.88;2847.98;0;0;0;0;0;SP;50;2;4
2828;MAU;16.60;547.42;94.72;0.58;2.90;12.57;0.05;609.00;-44.58;-3.36;703.36;1;0;0;1;0;SP;93;3;2
2829;MAU;54.30;211.38;78.44;0.00;8.20;14.84;0.15;166.60;-34.16;-0.84;3824.52;0;22;0;0;0;SP;43;2;3
2830;MAU;687.80;12417.22;72.52;0.41;11.20;13.49;-4.35;436.80;-1712.50;-2.10;1114.70;7;0;1;1;8;SP;50;1;4
2831;BOM;15.40;303.52;2.96;0.00;3.50;14.31;6.80;-1066.80;19.16;-3.36;2521.42;0;0;0;0;12;SP;50;6;3
2832;MAU;132.00;4124.62;37.00;0.37;6.40;12.20;-5.30;809.20;81.25;-1.26;1610.82;2;0;0;0;0;SP;47;8;4
2833;MAU;25.00;926.82;44.40;0.00;2.80;14.42;-0.10;331.80;-24.16;2.10;1893.42;0;0;1;0;0;SP;94;5;2
2834;MAU;193.30;813.00;51.80;0.00;1.80;14.90;-1.10;11.20;-23.33;-0.84;722.20;13;0;2;0;7;SP;40;2;3
2835;BOM;14.30;601.62;20.72;0.18;0.90;15.89;-0.20;442.40;-950.41;0.00;2251.38;0;0;2;11;0;SP;51;3;2
2836;BOM;6.50;227.64;0.00;0.00;3.60;12.58;3.60;602.00;390.00;-8.82;1620.24;0;0;0;0;0;SP;44;1;4
2837;MAU;11.70;509.48;42.92;0.23;2.00;14.65;-0.05;117.60;-35.83;0.84;1256.00;0;0;0;1;0;SP;48;1;2
2838;BOM;7.80;514.90;0.00;0.00;2.00;14.35;-0.10;1450.40;-36.25;-0.42;2860.54;0;0;0;0;0;SP;65;2;3
2839;MAU;11.00;655.82;51.80;0.00;5.60;12.52;-0.20;487.20;-25.00;-3.78;4524.74;0;0;0;0;0;SP;90;4;2
2840;BOM;20.60;466.12;7.40;0.00;2.90;14.63;1.05;114.80;25.00;1.26;5011.44;0;0;0;0;0;SP;51;4;2
2841;MAU;12.90;742.54;90.28;0.00;24.60;12.06;-2.95;609.00;-43.33;0.00;609.16;0;0;0;0;0;SP;49;3;4
2842;BOM;3.60;298.10;23.68;0.00;3.50;13.02;0.35;-722.40;9.58;-2.52;4967.48;0;0;0;0;0;SP;66;5;2
2843;BOM;;;7.40;0.28;6.00;13.71;-3.30;638.40;-15.83;-3.36;1077.02;0;0;0;0;0;SP;66;5;2
2844;BOM;2.00;184.28;0.00;0.00;2.20;14.94;2.25;-1545.60;15.00;3.36;1230.88;0;0;2;0;0;SP;41;4;4
2845;BOM;;;0.00;0.00;0.70;17.10;-6.15;679.00;-1.25;9.66;1639.08;0;0;0;0;0;SP;41;3;3
2846;MAU;;;146.52;1.10;3.10;12.68;-19.70;;95.83;-5.04;1745.84;5;0;0;1;0;SP;62;2;4
2847;BOM;15.10;271.00;0.00;0.00;8.00;12.68;0.00;-2423.40;-0.41;-1.68;1252.86;1;0;0;0;0;SP;51;4;2
2848;BOM;;;0.00;0.00;1.90;14.15;-0.05;695.80;53.75;0.00;2518.28;0;0;0;0;0;SP;62;6;4
2849;BOM;6.80;200.54;0.00;0.00;4.00;11.97;0.10;-616.00;-0.41;-0.42;505.54;0;0;0;0;25;SP;40;6;2
2850;MAU;2.40;536.58;60.68;2.05;15.00;11.78;0.45;-162.40;-39.16;0.84;1073.88;12;31;30;0;0;SP;18;3;4
2851;BOM;9.00;379.40;0.00;0.00;2.60;15.74;2.10;-344.40;-7.50;-0.84;1375.32;0;0;0;0;0;SP;40;6;2
2852;BOM;8.70;498.64;5.92;0.00;2.00;13.84;1.00;-287.00;60.41;-4.20;1984.48;0;0;0;0;0;SP;61;4;2
2853;BOM;5.80;298.10;10.36;0.00;2.10;12.75;1.60;;3.75;-7.56;2521.42;0;0;0;0;0;SP;40;5;2
2854;BOM;17.00;411.92;60.68;0.00;0.70;12.34;8.40;604.80;9.16;-1.26;3504.24;1;0;0;0;16;SP;40;3;2
2855;BOM;5.50;16.26;29.60;0.02;11.70;14.33;8.30;-1040.20;-9.58;-19.74;1362.76;0;0;0;0;12;SP;18;7;3
2856;BOM;3.80;97.56;31.08;0.00;2.00;12.57;0.20;324.80;-22.50;-5.04;2355.00;0;0;0;0;15;SP;40;4;4
2857;MAU;4.30;287.26;1.48;0.00;4.80;13.57;1.25;-564.20;4.58;-4.62;4053.74;0;0;0;0;0;SP;40;4;4
2858;BOM;32.00;146.34;62.16;0.85;2.00;15.18;5.95;-196.00;-23.75;-1.26;869.78;0;0;0;0;0;SP;39;3;3
2859;MAU;8.20;525.74;94.72;1.63;10.20;12.21;0.60;162.40;-39.58;-13.44;1246.58;0;0;2;0;0;SP;39;2;3
2860;MAU;;;87.32;0.00;2.90;15.68;-20.00;810.60;104.58;-2.52;2477.46;0;0;0;0;0;SP;39;2;2
2861;BOM;30.80;650.40;5.92;0.02;2.40;15.11;-1.85;145.60;11.25;-3.36;3422.60;0;0;0;0;0;SP;39;4;2
2862;BOM;56.30;444.44;7.40;0.00;0.40;20.07;-1.35;420.00;-20.83;-3.78;5746.20;0;0;0;0;0;RJ;18;3;4
2863;BOM;2.50;498.64;28.12;0.00;;12.82;5.60;-4130.00;33.33;-9.66;580.90;0;0;0;0;24;SP;18;4;2
2864;BOM;9.00;92.14;0.00;0.00;5.30;14.75;2.95;;-2.91;-0.84;3702.06;0;0;1;0;0;SP;39;6;2
2865;BOM;120.80;222.22;5.92;0.00;3.70;14.39;;478.80;-3.33;-4.62;2505.72;0;0;1;0;0;SP;39;2;2
2866;MAU;1.80;536.58;60.68;1.31;0.90;12.33;0.00;758.80;-57.91;-9.66;430.18;0;0;0;0;0;SP;39;2;3
2867;MAU;588.80;16612.30;106.56;1.33;0.80;12.24;-7.95;714.00;-65.41;-5.88;1127.26;0;0;0;0;0;SP;17;5;2
2868;MAU;10.40;764.22;63.64;1.96;8.10;12.20;2.55;131.60;-30.00;-7.14;791.28;0;0;0;0;0;SP;39;2;2
2869;MAU;5.60;672.08;8.88;0.00;0.80;12.78;-0.10;658.00;2.08;-4.62;1256.00;2;0;1;0;0;SP;39;8;2
2870;BOM;3.30;319.78;0.00;0.00;;11.86;0.80;264.60;215.41;2.94;1243.44;0;0;0;0;0;SP;39;5;2
2871;BOM;3.50;260.16;14.80;0.09;4.90;13.11;1.10;;13.33;1.68;1466.38;0;0;0;0;0;SP;39;1;4
2872;MAU;7.60;715.44;180.56;2.19;1.20;12.02;-0.75;744.80;-165.00;-3.36;985.96;0;0;0;2;0;RJ;17;4;2
2873;BOM;4.30;411.92;29.60;0.00;3.50;13.87;1.80;28.00;-22.50;-5.46;967.12;0;0;0;0;0;SP;38;3;3
2874;MAU;8.10;363.14;10.36;0.44;0.60;19.81;3.70;-1820.00;-18.75;-5.88;913.74;0;0;0;0;4;SP;38;5;2
2875;MAU;61.90;699.18;111.00;0.53;3.80;13.79;1.00;254.80;-42.91;-5.04;2329.88;0;0;0;0;0;SP;37;8;2
2876;BOM;0.60;254.74;0.00;0.00;1.60;12.96;1.55;-2219.00;95.41;0.00;1036.20;0;0;0;0;0;SP;38;3;2
2877;BOM;1.80;444.44;0.00;0.00;5.40;12.35;1.15;-2511.60;0.00;-3.36;467.86;0;0;0;0;0;SP;38;7;4
2878;MAU;36.70;769.64;11.84;0.00;1.80;15.55;3.55;305.20;-15.00;-2.52;1934.24;0;0;1;0;24;SP;38;2;3
2879;MAU;6.20;32.52;0.00;0.00;3.60;16.60;3.75;-4302.20;20.00;-4.20;681.38;0;0;1;0;0;SP;38;7;2
2880;BOM;4.70;422.76;0.00;0.00;0.80;13.64;1.25;110.60;1.66;-0.84;1321.94;0;0;0;0;0;SP;38;5;2
2881;BOM;5.70;222.22;14.80;0.00;0.40;13.82;4.90;-322.00;40.00;8.82;2238.82;0;0;0;0;0;SP;37;3;3
2882;BOM;5.60;281.84;14.80;0.00;1.10;15.62;0.65;-144.20;-4.16;-2.94;6374.20;0;0;0;0;0;SP;37;2;4
2883;BOM;5.50;233.06;0.00;0.00;8.30;13.55;1.00;-851.20;14.58;-2.10;854.08;0;0;0;0;0;SP;37;4;4
2884;BOM;0.40;119.24;0.00;0.00;40.50;11.38;1.35;747.60;7.91;-3.78;128.74;0;0;0;0;0;SP;17;5;2
2885;MAU;5.50;514.90;32.56;0.00;1.60;14.60;0.45;-366.80;-27.08;-0.42;797.56;0;0;0;0;0;SP;37;3;4
2886;BOM;1.60;368.56;20.72;0.00;5.20;12.31;1.00;-4695.60;6.25;-12.18;307.72;0;0;0;0;0;SP;37;4;2
2887;MAU;5.20;455.28;124.32;0.00;1.00;12.96;1.05;-995.40;-60.00;0.42;1739.56;0;0;0;0;0;RJ;17;6;3
2888;MAU;11.60;97.56;72.52;1.24;0.20;17.60;4.05;-2752.40;-22.08;1.68;1142.96;1;0;3;0;0;MG;16;4;2
2889;MAU;;;372.96;0.35;2.30;14.05;-10.90;586.60;-227.91;0.84;1089.58;254;0;44;0;0;MG;16;6;4
2890;MAU;1.20;260.16;0.00;0.00;0.20;14.79;4.70;-6109.60;0.00;-0.42;1117.84;151;0;0;0;24;RJ;16;6;3
2891;MAU;6.20;471.54;54.76;2.30;3.50;12.77;1.80;-1996.40;-9.16;-12.60;1196.34;2;0;4;0;0;RJ;16;1;4
2892;BOM;0.70;379.40;0.00;0.00;2.50;13.06;-0.60;;45.83;-0.84;1447.54;0;0;0;0;0;SP;17;5;4
2893;BOM;4.70;173.44;11.84;0.00;0.80;13.71;1.25;-77.00;34.58;1.26;1277.98;0;0;0;0;0;SP;17;8;3
2894;BOM;77.50;2097.54;16.28;0.00;;15.10;-3.65;679.00;-20.41;-0.84;1158.66;0;0;0;0;16;SP;17;6;3
2895;MAU;17.50;536.58;0.00;0.00;0.00;19.29;7.05;-35.00;-57.91;-6.72;819.54;2;0;0;0;12;SP;17;2;4
2896;MAU;;;113.96;0.00;0.40;17.06;-12.60;466.20;-100.41;-0.84;1048.76;3;0;2;0;0;SP;17;4;4
2897;MAU;8.70;113.82;7.40;0.00;0.60;17.31;3.65;-23928.80;-4.58;2.10;879.20;0;0;0;0;0;SP;16;3;2
2898;BOM;4.80;411.92;16.28;0.37;1.00;15.94;2.95;11.20;7.91;0.00;1089.58;0;0;0;0;0;SP;16;2;3
2899;MAU;8.80;119.24;39.96;0.97;6.00;13.30;4.55;-1636.60;-13.33;0.84;1488.36;15;0;0;0;0;SP;16;7;3
2900;BOM;9.90;70.46;17.76;0.00;3.10;16.51;7.60;-3036.60;-9.16;-3.36;1218.32;0;0;0;0;12;SP;16;5;4
2901;BOM;64.00;0.00;1.48;0.99;;11.91;7.20;;20.41;-1.68;1004.80;0;0;0;0;12;SP;16;5;2
2902;MAU;11.50;579.94;94.72;0.92;7.20;12.12;0.20;;-30.41;-0.42;2201.14;0;0;0;0;16;SP;16;1;2
2903;MAU;;;149.48;;;11.25;9.30;694.40;-42.50;-5.04;87.92;0;0;0;0;61;SP;16;3;2
2904;MAU;12.40;195.12;50.32;1.20;6.80;13.06;5.85;-869.40;-15.00;-13.44;2097.52;0;0;0;0;0;SP;16;6;4
2905;MAU;18.00;1094.84;26.64;0.00;3.00;12.54;-3.55;;-153.75;-4.20;3243.62;0;0;1;0;0;SP;16;6;3
2906;MAU;74.90;1132.78;149.48;1.96;1.10;15.36;7.70;-1127.00;-49.58;-0.42;2898.22;3;0;0;0;12;MG;16;1;2
2907;MAU;57.60;373.98;59.20;1.77;4.50;14.42;6.35;114.80;-37.08;-0.84;1409.86;0;0;0;0;5;SP;16;7;4
2908;MAU;;;136.16;2.25;0.60;18.32;-1.90;576.80;-159.16;1.26;2311.04;0;0;0;0;0;SP;16;5;2
2909;BOM;5.70;428.18;22.20;0.00;0.00;15.66;-0.20;175.00;-10.41;-0.84;935.72;0;0;0;0;0;SP;16;6;3
2910;BOM;12.50;796.74;153.92;0.00;1.60;13.48;1.10;676.20;-95.00;-0.84;7077.56;0;0;35;0;0;SP;16;3;2
2911;MAU;3.20;672.08;29.60;;0.00;11.24;0.10;85086.40;1765.41;-2.94;62.80;0;0;1;0;16;SP;16;6;4
2912;BOM;30.80;146.34;0.00;0.00;1.40;20.05;2.75;-3189.20;-1.25;-7.56;960.84;0;0;0;0;0;SP;15;6;3
2913;BOM;11.50;357.72;0.00;0.00;5.00;13.98;6.00;;45.41;-5.88;2756.92;0;0;0;0;0;SP;16;3;4
2914;BOM;17.10;314.36;0.00;0.00;0.90;16.36;4.05;-407.40;490.41;-0.84;1274.84;0;0;0;0;0;SP;15;7;4
2915;MAU;8.60;753.38;109.52;0.00;6.80;11.97;-0.50;686.00;149.58;16.38;2464.90;42;0;3;1;0;SP;15;7;2
2916;MAU;8.60;21.68;17.76;0.78;4.30;14.66;9.05;-2581.60;27.08;1.26;772.44;11;0;7;0;12;SP;15;6;2
2917;MAU;24.40;195.12;0.00;0.00;4.80;14.42;5.65;-2244.20;2.91;-11.76;756.74;0;0;0;0;0;SP;15;7;3
2918;BOM;13.10;43.36;0.00;0.00;3.40;13.89;3.95;319.20;3.33;-2.10;1193.20;0;0;0;0;0;SP;15;4;4
2919;BOM;5.20;336.04;0.00;0.00;1.80;14.84;2.00;;8.33;-1.26;5281.48;0;0;0;0;0;SP;15;4;2
2920;MAU;;;0.00;0.00;19.60;11.25;-2.30;152054.00;0.00;-9.66;59.66;2;0;0;0;0;SP;15;4;3
2921;BOM;9.60;433.60;14.80;0.00;1.60;15.53;5.10;;-7.08;7.56;1048.76;1;0;0;0;16;SP;15;1;2
2922;BOM;24.30;1398.36;42.92;0.00;4.00;11.98;1.90;642.60;2.50;-0.84;1497.78;0;0;0;0;0;SP;15;4;4
2923;BOM;;;0.00;0.00;2.20;16.46;;-1402.80;-7.08;-1.68;2307.90;1;0;0;0;0;SP;15;1;2
2924;BOM;;;0.00;0.00;6.60;12.44;612.30;1052.80;-135.41;0.42;1102.14;0;0;0;0;15;SP;15;3;2
2925;BOM;8.20;227.64;35.52;0.00;1.80;16.33;4.40;-1415.40;-16.25;-0.84;1102.14;0;0;0;0;0;SP;15;6;2
2926;BOM;25.10;178.86;0.00;0.00;;13.24;16.05;-449.40;-30.00;2.10;766.16;0;0;0;0;16;SP;2007;5;2
2927;MAU;15.30;108.40;0.00;0.00;1.40;15.22;-5.05;1947.40;2.50;-0.84;960.84;0;0;0;0;1;SP;15;7;3
2928;MAU;72.00;4097.52;1010.84;0.74;;11.68;0.10;-112.00;192.91;0.84;376.80;0;1;0;0;0;SP;14;5;3
2929;MAU;5.30;108.40;0.00;0.00;9.60;14.91;0.95;-599.20;0.00;25.20;1538.60;0;0;0;0;16;SP;15;3;2
2930;BOM;16.10;0.00;0.00;0.00;2.40;15.65;-2.90;1687.00;120.00;-1.26;1033.06;0;0;0;0;25;MG;14;5;4
2931;BOM;3.60;308.94;23.68;0.00;6.20;12.78;1.60;-443.80;13.33;0.42;4490.20;0;0;0;0;0;SP;54;5;2
2932;BOM;26.50;276.42;13.32;0.00;;12.26;1.85;595.00;-7.91;-4.20;6785.54;0;0;0;0;0;SP;51;4;2
2933;MAU;29.20;1772.34;103.60;2.23;0.80;11.94;-4.40;3885.00;-36.25;-3.36;872.92;0;0;0;0;0;SP;48;3;3
2934;MAU;78.40;1999.98;106.56;1.24;1.20;13.64;-4.15;;-298.75;-23.94;1161.80;0;0;2;0;0;SP;41;8;2
2935;BOM;146.20;607.04;0.00;0.00;2.40;15.39;4.60;385.00;0.00;-0.84;1692.46;0;0;3;0;0;SP;14;4;3
2936;MAU;16.20;10.84;22.20;1.96;8.20;14.76;7.10;-393.40;-6.25;-2.52;907.46;0;0;2;0;12;SP;14;3;3
2937;BOM;121.70;5501.30;198.32;0.00;16.80;11.35;-4.05;816.20;181.25;2.52;552.64;0;0;0;0;0;SP;14;4;2
2938;BOM;75.70;1392.94;63.64;0.58;2.30;13.85;0.55;506.80;-40.00;2.52;1588.84;0;0;0;0;0;SP;14;3;2
2939;BOM;4.80;395.66;0.00;0.00;1.60;14.61;1.05;-5451.60;-7.91;-2.52;850.94;0;0;0;0;0;SP;36;3;4
2940;BOM;6.90;379.40;19.24;0.58;2.40;14.20;4.05;-690.20;-5.83;-1.68;1058.18;0;0;0;0;0;SP;34;5;2
2941;MAU;2.10;601.62;11.84;0.00;4.60;11.59;-0.45;;-28.75;-5.46;631.14;15;0;6;0;0;SP;50;6;4
2942;MAU;22.20;558.26;44.40;0.07;6.40;13.18;0.10;662.20;-41.25;-0.84;775.58;0;0;0;0;0;SP;39;5;2
2943;MAU;29.10;975.60;155.40;1.79;2.60;14.67;9.75;490.00;-64.58;-0.84;885.48;0;0;1;0;12;RJ;14;2;4
2944;BOM;2.90;303.52;0.00;0.00;3.60;12.69;0.95;156.80;66.25;-4.62;5614.32;0;0;1;0;0;SP;53;7;2
2945;MAU;90.00;173.44;57.72;1.45;1.90;16.00;27.60;138.60;-30.83;-1.68;1136.68;66;0;6;0;0;SP;14;1;3
2946;MAU;29.40;878.04;99.16;0.97;3.50;13.33;0.50;-49.00;-39.16;1.68;951.42;19;0;0;0;0;RJ;14;6;2
